timestamp,datetime,comment-id,voter-id,vote
1687227596415,Tue Jun 20 02:19:56 UTC 2023,6,0,0
1687227637792,Tue Jun 20 02:20:37 UTC 2023,10,0,0
1687227728914,Tue Jun 20 02:22:08 UTC 2023,24,0,0
1687234626821,Tue Jun 20 04:17:06 UTC 2023,37,0,0
1687234636928,Tue Jun 20 04:17:16 UTC 2023,38,0,0
1687234649757,Tue Jun 20 04:17:29 UTC 2023,39,0,0
1687234660053,Tue Jun 20 04:17:40 UTC 2023,40,0,0
1687234669545,Tue Jun 20 04:17:49 UTC 2023,41,0,0
1687234681685,Tue Jun 20 04:18:01 UTC 2023,42,0,0
1687234698705,Tue Jun 20 04:18:18 UTC 2023,43,0,0
1687234707147,Tue Jun 20 04:18:27 UTC 2023,44,0,0
1687234716984,Tue Jun 20 04:18:36 UTC 2023,45,0,0
1687234735182,Tue Jun 20 04:18:55 UTC 2023,46,0,0
1687234751169,Tue Jun 20 04:19:11 UTC 2023,47,0,0
1687234759070,Tue Jun 20 04:19:19 UTC 2023,48,0,0
1687234770046,Tue Jun 20 04:19:30 UTC 2023,49,0,0
1687234781496,Tue Jun 20 04:19:41 UTC 2023,50,0,0
1687234793619,Tue Jun 20 04:19:53 UTC 2023,51,0,0
1687234849421,Tue Jun 20 04:20:49 UTC 2023,52,0,0
1687234857767,Tue Jun 20 04:20:57 UTC 2023,53,0,0
1687234866215,Tue Jun 20 04:21:06 UTC 2023,54,0,0
1687234874374,Tue Jun 20 04:21:14 UTC 2023,55,0,0
1687234881990,Tue Jun 20 04:21:21 UTC 2023,56,0,0
1687234891417,Tue Jun 20 04:21:31 UTC 2023,57,0,0
1687234901741,Tue Jun 20 04:21:41 UTC 2023,58,0,0
1687234931831,Tue Jun 20 04:22:11 UTC 2023,59,0,0
1687234940871,Tue Jun 20 04:22:20 UTC 2023,60,0,0
1687234951177,Tue Jun 20 04:22:31 UTC 2023,61,0,0
1687234958053,Tue Jun 20 04:22:38 UTC 2023,62,0,0
1687234966622,Tue Jun 20 04:22:46 UTC 2023,63,0,0
1687234974512,Tue Jun 20 04:22:54 UTC 2023,64,0,0
1687234982019,Tue Jun 20 04:23:02 UTC 2023,65,0,0
1687234992769,Tue Jun 20 04:23:12 UTC 2023,66,0,0
1687235002252,Tue Jun 20 04:23:22 UTC 2023,67,0,0
1687235010489,Tue Jun 20 04:23:30 UTC 2023,68,0,0
1687235018639,Tue Jun 20 04:23:38 UTC 2023,69,0,0
1687235029394,Tue Jun 20 04:23:49 UTC 2023,70,0,0
1687242806966,Tue Jun 20 06:33:26 UTC 2023,57,1,1
1687242817304,Tue Jun 20 06:33:37 UTC 2023,70,1,-1
1687242836446,Tue Jun 20 06:33:56 UTC 2023,60,1,-1
1687242840038,Tue Jun 20 06:34:00 UTC 2023,45,1,1
1687242849302,Tue Jun 20 06:34:09 UTC 2023,62,1,1
1687242856216,Tue Jun 20 06:34:16 UTC 2023,42,1,1
1687242867589,Tue Jun 20 06:34:27 UTC 2023,10,1,1
